Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays
Indiana Dunes NP,INDU,IN,2022,July,575495,335,1833008,167,0,4331,1587,0,0,0,0,5918
Indiana Dunes NP,INDU,IN,2022,August,470160,335,1529055,167,0,4588,2000,0,0,0,0,6588
Indiana Dunes NP,INDU,IN,2022,September,271515,324,632589,162,0,3146,1829,0,0,0,0,4976
Indiana Dunes NP,INDU,IN,2022,October,232067,335,520491,167,0,2009,1122,0,0,0,0,3131
Indiana Dunes NP,INDU,IN,2022,November,108278,324,216556,162,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2022,December,88662,335,177323,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2023,January,72043,335,144087,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2023,February,85594,302,171188,151,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2023,March,123793,335,247976,167,0,16,6,0,0,0,0,22
Indiana Dunes NP,INDU,IN,2023,April,149947,324,337392,162,0,1330,753,0,0,0,0,2083
Indiana Dunes NP,INDU,IN,2023,May,266439,335,625227,167,0,3069,2062,0,0,0,0,5130
Indiana Dunes NP,INDU,IN,2023,June,550235,324,1777091,162,0,4988,2034,0,0,0,0,7022
Indiana Dunes NP,INDU,IN,2023,July,509785,335,1661212,167,0,5487,1838,0,0,0,0,7325
Indiana Dunes NP,INDU,IN,2023,August,401694,335,1321368,167,0,4393,2068,0,0,0,0,6460
Indiana Dunes NP,INDU,IN,2023,September,245308,324,589661,162,0,3236,2266,0,0,0,0,5502
Indiana Dunes NP,INDU,IN,2023,October,167652,335,395680,167,0,1841,1513,0,0,0,0,3354
Indiana Dunes NP,INDU,IN,2023,November,104878,324,209756,162,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2023,December,88524,335,177049,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2024,January,61625,335,123250,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2024,February,92355,302,184710,151,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2024,March,122949,335,245898,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2024,April,168932,324,362806,162,0,902,484,0,0,0,0,1386
Indiana Dunes NP,INDU,IN,2024,May,289683,335,675510,167,0,3240,2102,0,0,0,0,5341
Indiana Dunes NP,INDU,IN,2024,June,456916,324,1489435,162,0,4439,2154,0,0,0,0,6594
Indiana Dunes NP,INDU,IN,2024,July,445294,335,1465451,167,0,5084,2114,0,0,0,0,7198
Indiana Dunes NP,INDU,IN,2024,August,414972,335,1359641,167,0,4473,1900,0,0,0,0,6374
Indiana Dunes NP,INDU,IN,2024,September,240571,324,581750,162,0,3168,2421,0,0,0,0,5589
Indiana Dunes NP,INDU,IN,2024,October,206285,335,481428,167,0,1941,1885,0,0,0,0,3825
Indiana Dunes NP,INDU,IN,2024,November,115943,324,231887,162,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2024,December,89684,335,179369,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2025,January,86797,335,173593,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2025,February,68915,302,137831,151,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2025,March,124329,335,248659,167,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2025,April,137336,324,318642,162,0,1500,942,0,0,0,0,2443
Indiana Dunes NP,INDU,IN,2025,May,271854,335,654861,167,0,3748,2427,0,0,0,0,6175
Indiana Dunes NP,INDU,IN,2025,June,425848,324,1398462,162,0,4501,2216,0,0,0,0,6718
Indiana Dunes NP,INDU,IN,2025,July,423731,335,1397132,167,0,5025,1972,0,0,0,0,6997
Indiana Dunes NP,INDU,IN,2025,August,393665,335,1303030,167,0,4625,2154,0,0,0,0,6780
Indiana Dunes NP,INDU,IN,2025,September,259298,324,623891,162,0,3190,2660,0,0,0,0,5850
Indiana Dunes NP,INDU,IN,2025,October,202163,335,482781,167,0,2359,2000,0,0,0,0,4359
Indiana Dunes NP,INDU,IN,2025,November,103630,324,207259,162,0,0,0,0,0,0,0,0
Indiana Dunes NP,INDU,IN,2025,December,131931,335,263863,167,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2015,January,12,2,12,1008,0,0,0,0,0,0,42,42
Isle Royale National Park,ISRO,MI,2015,February,20,2,20,1008,0,0,0,0,0,0,42,42
Isle Royale National Park,ISRO,MI,2015,March,41,0,41,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2015,April,78,0,522,0,0,0,0,0,14,0,0,14
Isle Royale National Park,ISRO,MI,2015,May,947,2,114408,8,131,898,0,0,3593,40,0,4662
Isle Royale National Park,ISRO,MI,2015,June,3309,19,239608,1024,1915,1206,0,40,6211,243,41,9656
Isle Royale National Park,ISRO,MI,2015,July,5059,74,331240,7240,2137,1313,0,131,9440,199,300,13520
Isle Royale National Park,ISRO,MI,2015,August,7081,26,341081,664,1999,1398,0,109,9416,395,24,13341
Isle Royale National Park,ISRO,MI,2015,September,1869,11,66481,1184,890,318,0,12,1363,22,49,2654
Isle Royale National Park,ISRO,MI,2015,October,176,6,1400,216,0,0,0,0,35,1,9,45
Isle Royale National Park,ISRO,MI,2015,November,44,0,44,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2015,December,48,0,48,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2016,January,26,2,26,480,0,0,0,0,0,0,20,20
Isle Royale National Park,ISRO,MI,2016,February,34,2,34,1344,0,0,0,0,0,0,56,56
Isle Royale National Park,ISRO,MI,2016,March,52,0,52,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2016,April,60,0,60,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2016,May,1032,2,49355,8,63,110,0,2,1182,674,0,2031
Isle Royale National Park,ISRO,MI,2016,June,4040,18,198984,1432,1812,376,0,13,2818,2869,59,7947
Isle Royale National Park,ISRO,MI,2016,July,7567,9,372586,624,3260,559,0,74,5006,6069,25,14993
Isle Royale National Park,ISRO,MI,2016,August,8878,16,450569,1448,3896,1594,0,63,10105,2449,60,18167
Isle Royale National Park,ISRO,MI,2016,September,2911,6,140277,832,1097,507,0,19,3456,573,34,5686
Isle Royale National Park,ISRO,MI,2016,October,235,18,2369,2016,0,14,0,0,37,31,84,166
Isle Royale National Park,ISRO,MI,2016,November,70,0,70,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2016,December,61,0,61,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2017,January,47,5,47,1680,0,0,0,0,0,0,70,70
Isle Royale National Park,ISRO,MI,2017,February,67,0,67,3360,0,0,0,0,0,0,140,140
Isle Royale National Park,ISRO,MI,2017,March,87,0,87,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2017,April,128,1,125,48,0,0,0,0,0,0,2,2
Isle Royale National Park,ISRO,MI,2017,May,1377,2,81150,8,40,379,0,1,1940,968,0,3328
Isle Royale National Park,ISRO,MI,2017,June,4576,38,230618,1912,2243,675,0,18,3696,2608,78,9318
Isle Royale National Park,ISRO,MI,2017,July,8212,28,355374,864,3465,978,0,89,5442,4296,33,14303
Isle Royale National Park,ISRO,MI,2017,August,10251,46,429021,2120,4326,1195,0,65,7661,3858,86,17191
Isle Royale National Park,ISRO,MI,2017,September,3046,11,141553,356,1298,614,0,12,2923,808,14,5669
Isle Royale National Park,ISRO,MI,2017,October,255,2,1306,0,0,9,0,0,31,0,0,40
Isle Royale National Park,ISRO,MI,2017,November,69,0,69,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2017,December,81,0,81,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2018,January,32,6,32,1968,0,0,0,0,0,0,82,82
Isle Royale National Park,ISRO,MI,2018,February,67,0,67,2880,0,0,0,0,0,0,120,120
Isle Royale National Park,ISRO,MI,2018,March,65,6,65,2376,0,0,0,0,0,0,99,99
Isle Royale National Park,ISRO,MI,2018,April,65,0,65,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2018,May,961,29,60092,5888,59,441,0,1,1645,322,245,2713
Isle Royale National Park,ISRO,MI,2018,June,4751,40,235911,8348,2251,787,0,14,4374,2060,347,9833
Isle Royale National Park,ISRO,MI,2018,July,7296,25,378226,1752,3744,1286,0,102,5680,4569,71,15452
Isle Royale National Park,ISRO,MI,2018,August,8813,27,388140,1456,1906,1695,0,81,8626,3413,58,15779
Isle Royale National Park,ISRO,MI,2018,September,3168,14,188591,1688,1602,932,0,20,4359,780,69,7762
Isle Royale National Park,ISRO,MI,2018,October,474,11,3695,2136,0,32,0,0,74,29,89,224
Isle Royale National Park,ISRO,MI,2018,November,55,0,55,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2018,December,51,0,51,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2019,January,4,0,4,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2019,February,37,12,37,3672,0,0,0,0,0,0,153,153
Isle Royale National Park,ISRO,MI,2019,March,55,27,55,288,0,0,0,0,0,0,8,8
Isle Royale National Park,ISRO,MI,2019,April,61,2,61,96,0,0,0,0,0,0,4,4
Isle Royale National Park,ISRO,MI,2019,May,1055,29,67752,5280,110,474,0,0,2034,166,220,3004
Isle Royale National Park,ISRO,MI,2019,June,4837,64,256458,4516,2639,771,0,41,4891,1995,184,10521
Isle Royale National Park,ISRO,MI,2019,July,7714,67,371732,5456,3769,1090,0,49,6359,3764,223,15254
Isle Royale National Park,ISRO,MI,2019,August,8798,59,460024,2776,4364,1778,0,72,9140,3409,111,18874
Isle Royale National Park,ISRO,MI,2019,September,3342,22,177453,2200,1426,762,0,10,4436,598,91,7323
Isle Royale National Park,ISRO,MI,2019,October,402,9,1967,984,0,27,0,0,39,0,41,107
Isle Royale National Park,ISRO,MI,2019,November,47,0,47,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2019,December,58,0,58,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2020,January,47,5,47,1200,0,0,0,0,0,0,50,50
Isle Royale National Park,ISRO,MI,2020,February,49,8,49,3336,0,0,0,0,0,0,139,139
Isle Royale National Park,ISRO,MI,2020,March,41,13,41,2424,0,0,0,0,0,0,101,101
Isle Royale National Park,ISRO,MI,2020,April,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2020,May,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2020,June,240,10,6954,80,0,36,0,0,54,191,2,283
Isle Royale National Park,ISRO,MI,2020,July,2160,33,76226,5572,0,637,0,0,1678,809,229,3353
Isle Royale National Park,ISRO,MI,2020,August,2494,45,125311,4984,0,768,0,0,3588,816,203,5375
Isle Royale National Park,ISRO,MI,2020,September,1404,26,86049,3212,0,645,0,0,2704,207,133,3689
Isle Royale National Park,ISRO,MI,2020,October,58,10,10,1320,0,0,0,0,0,0,55,55
Isle Royale National Park,ISRO,MI,2020,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2020,December,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2021,January,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2021,February,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2021,March,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2021,April,39,5,39,600,0,0,0,0,0,0,25,25
Isle Royale National Park,ISRO,MI,2021,May,1206,13,60728,6744,41,405,0,0,1798,235,281,2760
Isle Royale National Park,ISRO,MI,2021,June,5247,16,300141,6480,1976,1348,0,40,6482,2378,270,12494
Isle Royale National Park,ISRO,MI,2021,July,8335,17,399546,956,2674,1548,0,144,7284,4590,38,16278
Isle Royale National Park,ISRO,MI,2021,August,7513,22,491746,3168,2757,2302,0,60,11558,3503,132,20312
Isle Royale National Park,ISRO,MI,2021,September,3272,11,172534,1968,801,847,0,14,5006,396,82,7146
Isle Royale National Park,ISRO,MI,2021,October,232,4,168,576,0,0,0,0,0,0,24,24
Isle Royale National Park,ISRO,MI,2021,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2021,December,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2022,January,0,9,0,1512,0,0,0,0,0,0,63,63
Isle Royale National Park,ISRO,MI,2022,February,0,6,0,4896,0,0,0,0,0,0,204,204
Isle Royale National Park,ISRO,MI,2022,March,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2022,April,37,0,37,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2022,May,1206,28,64292,9240,119,360,0,0,1897,252,385,3013
Isle Royale National Park,ISRO,MI,2022,June,5224,30,290746,8432,2527,1291,0,34,5742,2238,350,12182
Isle Royale National Park,ISRO,MI,2022,July,7938,26,400207,8160,3238,1496,0,96,6456,4906,340,16532
Isle Royale National Park,ISRO,MI,2022,August,7981,23,492168,7968,4175,2120,0,79,9741,3983,332,20430
Isle Royale National Park,ISRO,MI,2022,September,2849,0,156161,5760,1060,928,0,8,3781,624,240,6641
Isle Royale National Park,ISRO,MI,2022,October,219,0,397,960,0,6,0,0,2,0,40,48
Isle Royale National Park,ISRO,MI,2022,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2022,December,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2023,January,0,3,0,864,0,0,0,0,0,0,36,36
Isle Royale National Park,ISRO,MI,2023,February,0,15,0,5260,0,0,0,0,0,0,219,219
Isle Royale National Park,ISRO,MI,2023,March,0,0,0,2112,0,0,0,0,0,0,88,88
Isle Royale National Park,ISRO,MI,2023,April,51,3,51,432,0,0,0,0,0,0,18,18
Isle Royale National Park,ISRO,MI,2023,May,1376,20,86983,6512,467,406,0,11,2257,426,271,3838
Isle Royale National Park,ISRO,MI,2023,June,6184,23,307098,11028,2273,1326,0,114,6332,2393,459,12897
Isle Royale National Park,ISRO,MI,2023,July,8766,12,440812,9240,4895,1313,0,196,6703,4758,385,18250
Isle Royale National Park,ISRO,MI,2023,August,8982,11,502627,8932,4480,2184,0,94,10252,3412,372,20794
Isle Royale National Park,ISRO,MI,2023,September,3307,6,186674,3960,1584,937,0,30,4528,525,165,7769
Isle Royale National Park,ISRO,MI,2023,October,299,1,657,144,0,0,0,0,0,10,6,16
Isle Royale National Park,ISRO,MI,2023,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2023,December,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2024,January,0,7,0,2184,0,0,0,0,0,0,91,91
Isle Royale National Park,ISRO,MI,2024,February,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2024,March,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2024,April,83,12,860,384,0,20,0,0,0,16,16,52
Isle Royale National Park,ISRO,MI,2024,May,1689,10,69970,8424,318,455,0,0,1852,333,351,3309
Isle Royale National Park,ISRO,MI,2024,June,5759,7,287373,6624,1480,1159,0,7,5573,3839,276,12334
Isle Royale National Park,ISRO,MI,2024,July,8629,11,480107,6864,4376,1587,0,88,6935,7195,286,20467
Isle Royale National Park,ISRO,MI,2024,August,8933,16,515578,6336,4104,2232,0,87,10021,5377,263,22084
Isle Royale National Park,ISRO,MI,2024,September,3421,4,195171,3336,1190,982,0,11,4872,1264,139,8458
Isle Royale National Park,ISRO,MI,2024,October,292,1,3042,360,0,1,0,0,6,120,15,142
Isle Royale National Park,ISRO,MI,2024,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2024,December,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2025,January,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2025,February,0,13,0,3504,0,0,0,0,0,0,146,146
Isle Royale National Park,ISRO,MI,2025,March,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2025,April,69,5,577,120,0,0,0,0,0,24,5,29
Isle Royale National Park,ISRO,MI,2025,May,1542,13,26431,7272,223,66,0,0,299,502,303,1393
Isle Royale National Park,ISRO,MI,2025,June,6362,19,317324,8448,3720,1076,0,21,5260,3251,352,13680
Isle Royale National Park,ISRO,MI,2025,July,8484,16,431001,6404,4421,1189,0,97,5896,6461,266,18330
Isle Royale National Park,ISRO,MI,2025,August,8929,24,488921,7336,4253,1922,0,104,9560,4796,305,20940
Isle Royale National Park,ISRO,MI,2025,September,3696,11,199442,3624,1261,1096,0,3,4836,1266,151,8613
Isle Royale National Park,ISRO,MI,2025,October,9,3,728,408,0,0,0,0,0,31,17,48
Isle Royale National Park,ISRO,MI,2025,November,0,0,0,0,0,0,0,0,0,0,0,0
Isle Royale National Park,ISRO,MI,2025,December,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Tree NP,JOTR,CA,2015,January,169097,668,1366112,668,0,21516,8544,0,1251,5673,0,36984
Joshua Tree NP,JOTR,CA,2015,February,200450,760,1577429,760,0,18420,15912,0,1774,7073,0,43179
Joshua Tree NP,JOTR,CA,2015,March,256873,969,2046237,969,0,32112,10704,0,3236,10688,0,56740
Joshua Tree NP,JOTR,CA,2015,April,216432,819,1715508,819,0,29128,7728,0,1564,8888,0,47308
Joshua Tree NP,JOTR,CA,2015,May,177545,668,1263818,668,0,21460,5865,0,1156,3456,0,31937
Joshua Tree NP,JOTR,CA,2015,June,110176,423,645470,423,0,6368,1932,0,216,4158,0,12674
Joshua Tree NP,JOTR,CA,2015,July,102545,382,464626,382,0,3340,1224,0,69,981,0,5614
Joshua Tree NP,JOTR,CA,2015,August,107537,406,594172,406,0,6864,1884,0,132,2056,0,10936
Joshua Tree NP,JOTR,CA,2015,September,123171,473,691707,473,0,6028,1446,0,228,5007,0,12709
Joshua Tree NP,JOTR,CA,2015,October,163512,616,1464494,616,0,27480,5544,0,1101,9931,0,44056
Joshua Tree NP,JOTR,CA,2015,November,200168,756,1626440,756,0,26676,7206,0,2174,9676,0,45732
Joshua Tree NP,JOTR,CA,2015,December,198250,740,1443973,740,0,22792,6963,0,1240,6498,0,37493
Joshua Tree NP,JOTR,CA,2016,January,193843,769,1467584,769,0,21376,8034,0,1614,6375,0,37399
Joshua Tree NP,JOTR,CA,2016,February,236807,890,1677056,890,0,23800,9219,0,2490,6735,0,42244
Joshua Tree NP,JOTR,CA,2016,March,327072,1218,2402350,1218,0,37704,10356,0,4118,10898,0,63076
Joshua Tree NP,JOTR,CA,2016,April,242959,891,1824954,891,0,32420,8295,0,4104,4528,0,49347
Joshua Tree NP,JOTR,CA,2016,May,220378,830,1547724,830,0,24788,5139,0,1761,6871,0,38559
Joshua Tree NP,JOTR,CA,2016,June,110505,417,613538,417,0,6040,1395,0,307,3621,0,11363
Joshua Tree NP,JOTR,CA,2016,July,149299,583,660695,583,0,3844,1296,0,153,1050,0,6343
Joshua Tree NP,JOTR,CA,2016,August,148427,576,711782,576,0,5316,1053,0,361,2403,0,9133
Joshua Tree NP,JOTR,CA,2016,September,156795,638,966280,638,0,9508,2100,0,592,6608,0,18808
Joshua Tree NP,JOTR,CA,2016,October,220065,872,1432659,872,0,14996,2928,0,1432,11874,0,31230
Joshua Tree NP,JOTR,CA,2016,November,248731,940,1835742,940,0,27372,7599,0,2938,9906,0,47815
Joshua Tree NP,JOTR,CA,2016,December,250405,929,1714330,929,0,25800,7995,0,1325,7103,0,42223
Joshua Tree NP,JOTR,CA,2017,January,240124,910,1615166,910,0,23852,8028,0,1511,4981,0,38372
Joshua Tree NP,JOTR,CA,2017,February,260139,963,1761498,963,0,23352,10218,0,2122,7388,0,43080
Joshua Tree NP,JOTR,CA,2017,March,404545,1507,2620491,1507,0,38484,12024,0,4163,6121,0,60792
Joshua Tree NP,JOTR,CA,2017,April,361992,1374,2432359,1374,0,37100,11055,0,4015,5439,0,57609
Joshua Tree NP,JOTR,CA,2017,May,221752,845,1547991,845,0,22788,6726,0,1239,7209,0,37962
Joshua Tree NP,JOTR,CA,2017,June,125896,470,682358,470,0,7864,1518,0,274,2733,0,12389
Joshua Tree NP,JOTR,CA,2017,July,124571,464,587943,464,0,4760,1206,0,102,1922,0,7990
Joshua Tree NP,JOTR,CA,2017,August,142340,536,698139,536,0,6172,1260,0,306,2466,0,10204
Joshua Tree NP,JOTR,CA,2017,September,157084,571,931160,571,0,10644,2664,0,465,6211,0,19984
Joshua Tree NP,JOTR,CA,2017,October,223008,833,1673109,833,0,25876,6855,0,1509,10331,0,44571
Joshua Tree NP,JOTR,CA,2017,November,307770,1120,1946137,1120,0,25528,8040,0,1942,9479,0,44989
Joshua Tree NP,JOTR,CA,2017,December,284398,1095,1865677,1095,0,23964,8541,0,1942,7921,0,42368
Joshua Tree NP,JOTR,CA,2018,January,297435,1082,1794363,1082,0,21480,10029,0,1508,6193,0,39210
Joshua Tree NP,JOTR,CA,2018,February,288392,1008,1742694,1008,0,19920,10212,0,2207,7700,0,40039
Joshua Tree NP,JOTR,CA,2018,March,404708,1402,2574840,1402,0,35736,11220,0,3970,12169,0,63095
Joshua Tree NP,JOTR,CA,2018,April,325715,1141,2219773,1141,0,33384,9657,0,3039,11327,0,57407
Joshua Tree NP,JOTR,CA,2018,May,247786,882,1697942,882,0,27848,7695,0,1215,6668,0,43426
Joshua Tree NP,JOTR,CA,2018,June,153556,554,753180,554,0,7896,1569,0,236,2303,0,12004
Joshua Tree NP,JOTR,CA,2018,July,130427,448,563079,448,0,4508,1359,0,112,1492,0,7471
Joshua Tree NP,JOTR,CA,2018,August,142015,496,648579,496,0,6152,1362,0,170,1822,0,9506
Joshua Tree NP,JOTR,CA,2018,September,149124,521,738378,521,0,8536,1689,0,527,1981,0,12733
Joshua Tree NP,JOTR,CA,2018,October,221232,800,1559049,800,0,21148,6849,0,1449,10988,0,40434
Joshua Tree NP,JOTR,CA,2018,November,299880,1063,1959461,1063,0,25564,8073,0,3400,11166,0,48203
Joshua Tree NP,JOTR,CA,2018,December,282112,1119,1403923,1119,0,10056,3771,0,1604,3397,0,18828
Joshua Tree NP,JOTR,CA,2019,January,195993,808,1509359,808,0,21540,8565,0,1510,6238,0,37853
Joshua Tree NP,JOTR,CA,2019,February,261230,889,1615691,889,0,20520,9492,0,2200,7100,0,39312
Joshua Tree NP,JOTR,CA,2019,March,469183,1567,2692134,1567,0,35852,11838,0,4000,10050,0,61740
Joshua Tree NP,JOTR,CA,2019,April,374789,1277,2291825,1277,0,33988,10455,0,2879,7763,0,55085
Joshua Tree NP,JOTR,CA,2019,May,250928,863,1441061,863,0,20252,6501,0,1599,3636,0,31988
Joshua Tree NP,JOTR,CA,2019,June,187551,685,897025,685,0,9032,1728,0,284,2379,0,13423
Joshua Tree NP,JOTR,CA,2019,July,138967,468,550134,468,0,3856,909,0,125,1148,0,6038
Joshua Tree NP,JOTR,CA,2019,August,120911,465,600415,465,0,5452,1356,0,208,1686,0,8702
Joshua Tree NP,JOTR,CA,2019,September,160294,565,866549,565,0,11588,2808,0,282,2467,0,17145
Joshua Tree NP,JOTR,CA,2019,October,233995,811,1447907,811,0,22324,5670,0,1531,5096,0,34621
Joshua Tree NP,JOTR,CA,2019,November,291230,1005,1887499,1005,0,25176,9933,0,2506,9827,0,47442
Joshua Tree NP,JOTR,CA,2019,December,303476,1039,1690251,1039,0,22720,8937,0,1060,3607,0,36324
Joshua Tree NP,JOTR,CA,2020,January,268187,914,1582193,914,0,20344,10212,0,1443,4425,0,36424
Joshua Tree NP,JOTR,CA,2020,February,298294,1005,1743950,1005,0,20028,13647,0,2446,4311,0,40432
Joshua Tree NP,JOTR,CA,2020,March,226600,817,1219874,817,0,15448,4380,0,365,3056,0,23249
Joshua Tree NP,JOTR,CA,2020,April,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Tree NP,JOTR,CA,2020,May,89831,382,543887,382,0,8040,1374,0,162,0,0,9576
Joshua Tree NP,JOTR,CA,2020,June,184139,748,1024242,748,0,13924,1941,0,214,800,0,16879
Joshua Tree NP,JOTR,CA,2020,July,147037,585,817993,585,0,10020,828,0,284,2951,0,14083
Joshua Tree NP,JOTR,CA,2020,August,134518,537,771480,537,0,10020,828,0,29,3049,0,13926
Joshua Tree NP,JOTR,CA,2020,September,168181,652,1045407,652,0,16012,2121,0,334,3647,0,22114
Joshua Tree NP,JOTR,CA,2020,October,253877,944,1663778,944,0,31768,7086,0,88,474,0,39416
Joshua Tree NP,JOTR,CA,2020,November,360238,1386,2113766,1386,0,27676,9114,0,1741,3391,0,41922
Joshua Tree NP,JOTR,CA,2020,December,268640,1058,1196276,1058,0,6320,2862,0,1809,569,0,11560
Joshua Tree NP,JOTR,CA,2021,January,229995,900,838693,900,0,536,498,0,0,105,0,1139
Joshua Tree NP,JOTR,CA,2021,February,285687,1094,1747211,1094,0,19804,11541,0,2018,3537,0,36900
Joshua Tree NP,JOTR,CA,2021,March,375049,1377,2375810,1377,0,30796,12900,0,3487,7848,0,55031
Joshua Tree NP,JOTR,CA,2021,April,383735,1384,2345499,1384,0,31860,10572,0,2776,8042,0,53250
Joshua Tree NP,JOTR,CA,2021,May,285611,1029,1779099,1029,0,26676,7521,0,840,6256,0,41293
Joshua Tree NP,JOTR,CA,2021,June,181050,684,909445,684,0,9044,1758,0,263,3073,0,14138
Joshua Tree NP,JOTR,CA,2021,July,125568,460,558046,460,0,4208,927,0,79,1670,0,6884
Joshua Tree NP,JOTR,CA,2021,August,123163,470,629917,470,0,6720,1011,0,86,2101,0,9918
Joshua Tree NP,JOTR,CA,2021,September,163241,618,941372,618,0,11640,2838,0,271,3807,0,18556
Joshua Tree NP,JOTR,CA,2021,October,213088,754,1200710,754,0,12208,2961,0,1638,8360,0,25167
Joshua Tree NP,JOTR,CA,2021,November,334802,1252,2060960,1252,0,25120,10758,0,2406,6858,0,45142
Joshua Tree NP,JOTR,CA,2021,December,363411,1323,2021959,1323,0,19636,12405,0,1052,7008,0,40101
Joshua Tree NP,JOTR,CA,2022,January,277128,1068,1770222,1068,0,20684,14019,0,1173,3315,0,39191
Joshua Tree NP,JOTR,CA,2022,February,302834,1050,1840643,1050,0,20288,13683,0,1820,7439,0,43230
Joshua Tree NP,JOTR,CA,2022,March,431849,1537,2558590,1537,0,29156,13968,0,3487,10163,0,56774
Joshua Tree NP,JOTR,CA,2022,April,358701,1280,2175324,1280,0,28560,10473,0,1664,8817,0,49514
Joshua Tree NP,JOTR,CA,2022,May,228627,852,1534195,852,0,23608,7245,0,569,5712,0,37134
Joshua Tree NP,JOTR,CA,2022,June,159177,617,865722,617,0,10184,2181,0,95,2540,0,15000
Joshua Tree NP,JOTR,CA,2022,July,149070,576,722220,576,0,6264,1659,0,36,1837,0,9796
Joshua Tree NP,JOTR,CA,2022,August,135137,516,663819,516,0,5732,2046,0,48,1760,0,9586
Joshua Tree NP,JOTR,CA,2022,September,150533,571,823334,571,0,7740,2886,0,204,4053,0,14883
Joshua Tree NP,JOTR,CA,2022,October,222629,812,1564515,812,0,21248,8181,0,728,10243,0,40400
